TestNumber, VideoID, StoppedClicked, TimeElapsed, Confidence, HowEasyToDetermineSuccessfulGrasps, HowImportantTactileInformation, HowImportantCameraFeed, FreeResponse
1,temp_poke,True,5.87,Neither Confident Nor Unconfident
2,bomb_success,True,1.5,Somewhat Unconfident
